person,text
holt,Yes.
Donald Trump,Was going to watch for the primary results but saw - looks like # CNN tonight
Bob Ross,"Some of them are gonna be covered up by grass or things, little weeds that grow around here. Dont put one on every one. Just here and there. There. Something about like that. Okay"
holt,Why isn't he coming in?
holt,"I think we should keep going, make the office even more efficient."
Bob Ross,"But you can pull it and move it any way that you wanted, because the canvas is wet with the liquid white, you can move color. Now then. All right, that gives us a nice, nice little sky and water area"
Bob Ross,okay and then before we start blending that we still have a dirty old brush and well take some more of the Prussian Blue and a little bit of the black there we go and lets go ahead and lay our water
Bob Ross,blending if you want and you can make it oh its just its unbelievable how smooth you can make it you wont be able to tell where one color stops and the next color starts but always work in the
Bob Ross,"Well take a dry brush, and we lift this just a touch, this is a thinner paint so itll move on top of the other without destroying"
holt,"Of the fine master Detective, Jake Peralta."
holt,"You're too good a cop to be shackled to a desk. You only have one hit until you get recertified. So deep breath, huh? Take the final shot."
holt,"No, that's enough, Gina."
Bob Ross,something you painted with your hand then oh it makes you want to go home and paint 10 more paintings thats whats important its not the money going right into van dyke brown sometimes i talk too
Donald Trump,"We should have a contest as to which of the Networks, plus CNN and not including Fox, is the most dishonest, corrupt and/or distorted in its political coverage of your favorite President (me). They are all bad. Winner to receive the FAKE NEWS TROPHY!"
Bob Ross,dont want to come straight up itll look like its raining up and itll usually bother you knock off the excess paint and very lightly once again just blend the entire sky there we are see there we
Donald Trump,"Scottish choir coming to New York in January. How would you like Scottish songs sung in the foyer of TrumpTower New York"" Yes!"
Bob Ross,"Im gonna wipe off the old knife here. Maybe well have a fan brush today. What the heck. Lets go right in here, get a touch more of the crimson on there. Oh yeah, there"
holt,That’s a bathroom.
holt,Ah!
Donald Trump,So Bill if America was SO LONGING to learn more about candidates why the 50 percent audience loss?
Bob Ross,there we go just like so all right now then we can take the old fan brush the old fan brush with a little white on it and we can begin working on some nice shapes and stuff here this is where begin
Donald Trump,"On Mike and Mike, in two minutes!"
holt,"That's enough, Gina."
Bob Ross,"Just make decisions, where you think the water would be churnin and splashin, maybe all around this rock. Just using the corner of the fan brush though. Thats all were using"
holt,That man took a b*llet for this precinct. He's a guy who's always looking for love and friendship. And he needs it now more than ever. But you all turned your backs on him. And you should all be ashamed of yourselves.
holt,And that's not a hangover cure.
holt,Hm?
Bob Ross,"thwacking chuckles And just beat the devil out of it. Now then, I wanna take this clean, dry brush, and be sure its dry. Be sure its dry and just begin blending this all together"
holt,Wuntch.
holt,For praise?
Bob Ross,"Really get em. There, and we wash our brushes with odorless paint thinner. And just beat the devil out of them to dry em. Its important that these brushes are dry"
Bob Ross,"There, all you do is drop em in and even here, you begin making out, see theres all kind of little things happening, dont cover them up, leave em in there, they become your friend"
holt,"You’re gonna have to try a little harder if you wanna scare me. I’ve been an openly gay cop since 1987, so you’re not the first superior officer to threaten me. You know how I’m still standing here? ‘Cause I do my job, and I do it right."
Donald Trump,"Oh no, another rapper doing a Trump song --""Young Jeezy - Trump Lyrics."" Why aren't these guys paying me"
Bob Ross,"Shoot, we got a heck of a little house, there. Thats coming along pretty nice. Well take a little bit of the Van Dyke Brown, and lets make the indication of some boards here"
Bob Ross,"Well take some black, a little van dyke brown, little touch of alizarin crimson in there. Like so. Maybe the least little touch of prussian blue, there"
Bob Ross,"Just the same, basic ol thing, over and over. This is an excellent painting to teach you how to do clouds. Once you do this one, youll never have any problem with clouds again"
Bob Ross,"You can just create all kinds of things yet with it. There we go. See, just layer after layer. Lets go on the other side and do a few little things over there, same basic idea, though"
holt,"Well, your new Captain does. And more importantly, he cares that you follow his direct orders.Everyone, I'm your new commanding officer, Captain Ray Holt."
holt,"No, after you."
Bob Ross,"Just let your imagination go when youre doing these. Okay. Now sometimes, Ill show you a little trick. Let me show you something thats a great deal of fun. Okay, let me get a clean brush"
Bob Ross,"This is also very pretty to do in just phthalo blue or sap green, any of these colors that are transparent"
holt,Formula 1 or Stock?
Bob Ross,over but its so important so very important there look at that mist down at the base of that mountain son of my gun it just FL boats there in the sky yeah let me show you here think Ive showed you
Bob Ross,"Then on top of the clear, I put a mixture of sap green, pthalo blue, and a little Van Dyck brown to dull it down. And I thought today well just do a happy little scene, maybe thats deep in the woods"
Donald Trump,DonaldTrump when will you next appear on television? I am very interested in your opinion of the current NYC real-estate market
holt,"I apologize, marshal Boone, for Detective Peralta's actions, something I find myself doing quite frequently."
holt,And your vocabulary is a true indictment of the public school system.
Donald Trump,"I know a lot of people don't like listening to him but he speaks the truth."" So true!"
holt,Isn't sergeant Jeffords interrogating the suspect now?
Donald Trump,"China is DREAMING that Sleepy Joe Biden, or any of the others, gets elected in 2020. They LOVE ripping off America!"
Bob Ross,"Ill start with a little touch of the bright red, a little yellow orche, maybe a little cadmium yellow all mixed together. Something like so. Not a lot of paint, just a little"
holt,"Of course we're looking for Al, you imbecile! Sorry."
holt,";The crown will be locked in this briefcase, which in turn will be locked in the interrogation room."
Bob Ross,But its a very gentle touch
holt,"I can't put that pigeon head on, Gina. Wuntch has defeated me. This is how it ends, with me standing on the urine-soaked floor of an elementary school bathroom in a third-rate bird costume. I quit."
holt,The mannequin incident... I'm familiar.
Donald Trump,Always watch Mr Trump Keep speaking the truth! Let's Get Our America Back! You Will Do It! God Bless!!
Bob Ross,So well just cut in some slabs here with the point of the knife. There we go
holt,"Why is that awesome? It's a case. You said I could hop on any case that came up. It's a Thanksgiving miracle. Have fun, you guys. Let's roll! (Peralta and Holt leave)"
holt,"Yes, she told me yesterday."
Donald Trump,"Watch, listen, and learn. You can’t know it all yourself. Anyone who thinks they do is destined for mediocrity.― Donald Trump"
holt,Already got him.
holt,Leo Sporm.How's business?
Bob Ross,"And I use this lavender color, mainly, so in case it touches some of this yellow, it wont turn a bright green on us. Green skies are alright, I guess, but thats not what were looking for today"
holt,Are you going to sit there all day?
holt,What?
Donald Trump,Continuing to monitor the heartbreaking bridge collapse at FIU - so tragic. Many brave First Responders rushed in to save lives. Thank you for your courage. Praying this evening for all who are affected.
Donald Trump,“The best luck of all is the luck you make for yourself.” – General Douglas MacArthur
Donald Trump,"just bought some beautiful Trump cuff links "" Great!"
Donald Trump,"Prior to departing Wisconsin, I was briefed on the shooting at Capital Gazette in Annapolis, Maryland. My thoughts and prayers are with the victims and their families. Thank you to all of the First Responders who are currently on the scene."
holt,There's nothing false about it. We committed several felonies and escaped from jail.
holt,I told you the death threat was not serious. So: what. On Earth. Are you doing?
holt,Hmm?
Bob Ross,want just take a little thth little blue and white just blue and white right like that pull it out and cut across once again you need that little roll of paint okay and lets go back in here and begin
Bob Ross,"Speaking of squirrel, I really hope youve enjoyed as many times as Ive showed you Peapod, my little squirrel in this series. I really hope youve enjoyed seeing him"
Bob Ross,a little little Sheen of light coming across your water when the paintings done all right now then let me just grab a clean brush Ive got several of these old brushes going so it saves me some time
Donald Trump,"Super happy to # unsubscribe now that his asinine election antics are over. Then don't talk, do it asshole!"
Bob Ross,"As you know, Im absolutely crazy about little creatures and stuff. Recently, I had the opportunity to meet a fantastic lady, by the name of Carmen Shaw"
holt,"Unbelievable. Every time I think you might make a decent Detective, you go and pull something like this."
holt,"No, I most definitely left."
Donald Trump,"The Democrats just don’t seem to want Border Security. They are fighting Border Agents recommendations. If you believe news reports, they are not offering much for the Wall. They look to be making this a campaign issue. The Wall will get built one way or the other!"
Bob Ross,"And very lightly, two hairs and some air. Touch and lift upward. There we go. Now then, maybe we want to put several layers in there. Thats pretty easy to do also"
Bob Ross,"And right on down in here, maybe right at the water line, maybe theres a nice cloud thats living right here. There"
Bob Ross,rascal have some fun out here in the sun maybe maybe he may be right there he goes but just let your imagination go let it go and when you get very free with your painting that really is when you
Donald Trump,"If victorious, Republicans will be having a big press conference at the beautiful Rose Garden of the White House immediately after vote!"
Bob Ross,"Tell you what, lets get crazy. Well go right back to the old fan brush that I had that had the black and the prussian blue and the brown and green, crimson. Load a lot of color into the bristles"
holt,"However, you are colleagues, and the fallout from this bet has the potential to put a strain on your professional relationship."
Donald Trump,"Rev. is a great man and so is his son, Franklin Graham."
holt,"All right, lay out the steroids case."
holt,"Oh, I noticed in the bullpen that you had changed the case numbering system. I found, when I was commanding officer, that—"
holt,"Well, this is not a negotiation, so go."
Donald Trump,"Actually, I like you!"
holt,But I'm his boss.
holt,What does it matter? Why'd you even choose a pigeon anyway? It's a terrible mascot.
holt,"Got Halbrook to cop to every charge. Nice work, Santiago."
Bob Ross,"Ooo, ooo, ooo thats pretty. chuckles Sometimes these colors are so pretty they almost hurt, shooo, mmm. Theres a nice little bush that lives right there"
Donald Trump,"Dopey Sugar I can't believe you were knighted. If they knew more about you, I'm sure they'd take away your title."
Donald Trump,"Hope you had a great weekend with your gorgeous wife."" Very nice, thanks!"
holt,Good call.
Donald Trump,"This Black Democrat is on the ""TRUMP TRAIN""!!"
holt,And I appreciate your turning down the relief team. I'm not sure they could've made that bust.
Bob Ross,Lets do the other side while we got this going. Leave a dark area underneath cause we want this to be deep. Have height to it
holt,I didn't. I guess someone just had my back.
Bob Ross,its going so when youre doing these little waterfalls youve got to have little stones and stuff that explain why the water is higher back here you dont want it to just sort of all of a sudden be
holt,"You know it's ""for whom."" Don't try to provoke me."
Bob Ross,"And, as I mentioned earlier, I tried to cut this into something that looks sort of like a seashell. And thats a little different. I have done some that Ive taken like the pattern of a fish"
holt,Don’t say “son.”
Donald Trump,"Good to hear news of you and Turnberry in Ayrshire Scotland. South Ayrshire has best weather in Scotland,so good choice"
Bob Ross,"It makes sort of a, oh like a little lavender color here"
holt,I'm not gonna give you more cases so you can win your bet with Santiago.
Bob Ross,tells me thats about it for the day and i think with that you can see how it was done from all of us here happy painting and god bless you
holt,Hello. I'm Raymond Holt.
Bob Ross,to the canvas let me show you something think youll like this today I have a a canvas same size as always used 18 by 2 24 but Ive taken contact paper and put around the entire can except for an oval
Bob Ross,squawking I dont know if you can hear him or not but hes sitting here with me yeah what you think huh okay he says were doing all right use the fan brush here well just well mix up some dark
Donald Trump,I will be on Greta tonight at 10 PM on Fox News.
Donald Trump,"Walmart, a great indicator as to how the U.S. is doing, just released outstanding numbers. Our Country, unlike others, is doing great! Don’t let the Fake News convince you otherwise."
holt,"Well, find it. The family's close to the mayor, and I'm catching heat from the higher-ups. I'm gonna ask you again. Do you need any resources or personnel?"
Donald Trump," Ugandan mogul Ashish Thakkar says that Donald Trump is ignorant about Africa"" Wrong, if anything it's worse than I say"
holt,"I don't know why you insisted on eating here, Gina. It seems like your average greasy spoon."
holt,And how do you propose to pull that off?
holt,I won't have you suspended without pay.
Bob Ross,"Otherwise it wont look right. Straight across. Instant water, that easy. Now. maybe, hm, you know me. I like to get a little crazy here"
holt,"No, Madeline, I don't have my own pigeon pants."
holt,"Look, you know my history. You know how important this is to me. This precinct is doing fine, but I wanna make it the best one in Brooklyn. And I need your help."
Bob Ross,"And look at there, in just a couple of minutes, you have a sky that has so much action happening in it"
Bob Ross,"Already, you should be able to see how the white paint is beginning to pick up the color underneath"
Bob Ross,"A very thin coat of liquid clear. Now, the clears on here just to make the canvas wet and slick and thats really the only reason its there"
Donald Trump,Dopey still owes me $5M for charity. I hope he pays up before fires him--which will happen!
Bob Ross,"Okay. Now, without doing anything to that brush except going through yellow, because it has blue and black in it, youll make a beautiful green color. Thatll give us the highlight. Okay"
holt,"Well, so does doing your paperwork, showing up on time, wearing proper footwear."
holt,You're all hiding from Boyle.
holt,"Well, it says here it's scheduled ""after everyone leaves."
Bob Ross,"Now, sometimes when youre going over a lot of thick, white paint like this, its very difficult to get the paint to stick"
Donald Trump,"“True courage is being afraid, and going ahead and doing your job anyhow!” - General Norman Schwarzkopf"
Bob Ross,"In my mind, lights gonna be zingin through here. Take a little bit of that light brown and white. Im just gonna take and touch"
Bob Ross,the same color just blue and black just tap a little into the bristles blue and black and lets just go right down here well have a little water maybe coming right there right there pull from the
Donald Trump,"I'm excited for this season, can't wait to watch"
holt,"Are you sure Whitman did it?Jake:Yes, I'm positive.Holt:Then the whole team stays. We have a better shot with everyone on it.Jake:Fine, will you at least tell Hitchcock to go home? His mouth smells like rotten trout milk.Holt:Is there such a thing?Jake:I'm just telling you what it smells like.Holt:Get out."
holt,Still counts. Let's get that psycho.
Donald Trump,"The problem is not the very talented, low-flying helicopter pilots wanting to save our city, the problem is the arsonists, looters, criminals, and anarchists, wanting to destroy it (and our Country)!"
Donald Trump,"I would triple the sanctions on Iran if the American pastor is not released."" - my speech"
holt,"Yeah, Amy's out. By midnight, whoever has the crown will be the king of the Nine-Nine."
Donald Trump,"....In addition to stopping all payments to these countries, which seem to have almost no control over their population, I must, in the strongest of terms, ask Mexico to stop this onslaught - and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!.."
Donald Trump,"I hear that $$ man, Robert Mercer, a good man, is very angry because Cruz lied to him about liquidating his (Ted’s) holdings."
Bob Ross,We dont have any other kind. And well make up a little highlight color. Just lay right over there
Bob Ross,"Ooh, thats nice, good flavor. Its hard to tell what color this is. Thats why we add a little white out there so we can see it. Now then, clean off the ol knife"
Bob Ross,"And you could go back and add in any kind of little characters that you wanted to, whatever. Maybe, maybe theres gonna be a path down here"
Donald Trump,"Only high crimes and misdemeanors can lead to impeachment. There were no crimes by me (No Collusion, No Obstruction), so you can’t impeach. It was the Democrats that committed the crimes, not your Republican President! Tables are finally turning on the Witch Hunt!"
Bob Ross,"I like these little characters, I wanna take them all home with me, Id almost move em in the house with me. But these are the most gentle little creatures"
holt,Sporm. Out.Now.
Donald Trump,"what time dose your days start?"" 4 or 5 A.M.!"
Donald Trump,"Windmills not worth the trouble. Worse for the planet than oil, carbon, et al."" True!"
holt,The robot voice you were doing when you implied I'm a rule-following robot. I wanna hear it again.
Donald Trump,is that all you've got??? Haha.
holt,"So nice of you to greet us, Madeline. I thought surely you'd still be crushed under that house in Munchkinland."
Donald Trump,for president? Genius! He will definitely know how to put the American economy in shape! # TrumpForPresident
holt,Cracked the case all by yourself. We done here?
Donald Trump,"been watching YouTube videos on & all day. Feeling really inspired.""Great"
Donald Trump,Hi Nick.
Bob Ross,"WHEN I GO HOME, ONLY THING I CAN DO IS TAKE THE GARBAGE OUT. BUT HERE, I CAN DO ANYTHING THAT I WANT TO DO"
holt,And the Vickers Street aggravated assault?
Donald Trump,"I pray that the good lord will give you the strength to run MR. TRUMP"" Thank you."
Bob Ross,"Okay, now we can take a little more of the Van Dyke brown and we can just make little puddles out of this"
Donald Trump,"should be the next president , the man knows how to make money and has reasonable solutions for every problem"
Donald Trump,Logan: You are wrong on this-- is a tough & talented guy--& very loyal--a rarity in life.
holt,"Thank you, Chief Wuntch. I'm excited to be back. I look forward to doing meaningful work, beginning with my eight-point plan for community engagement."
holt,"Look strong, but fair. But approachable. But professional. And fun. But not too fun. This is your job. Can you handle all that?"
Bob Ross,another little tree while we got it going lets just put one right in here h see how easy that is you can just put in all kinds of little things now I see a reflection right here right here watch see
Donald Trump,It is a shame that the biased media is able to so incorrectly define a word for the public when they know that the definition is wrong. Sad!
Donald Trump,“There can be no liberty unless there is economic liberty.” - Margaret Thatcher
Donald Trump,I will be on with from 5-7pm est. on
Donald Trump,True!
Donald Trump,"You have to learn the rules of the game. And then you have to play better than anyone else."" Albert Einstein"
Donald Trump,"....The flags at the White House will be lowered today through Thursday, August 8. Melania and I are praying for all those impacted by this unspeakable act of evil!"
Donald Trump,"My favorite part of school is watching the first season of The Apprentice in Business Tech."" Great!"
holt,Ugh!
holt,"Get rid of the mouse, and get your act together now."
Bob Ross,the brush im go right into a little bit of yellow ochre same old dirty brush and just lay a little touch so it blends right into that like that there we are once again without cleaning the brush im
holt,"Maybe your twins would like some little, furry friends."
Donald Trump,id rather have a businessman in the White House than a politician. You’ve got my vote
Donald Trump,Sometimes your best investments are the ones you don't make. ~ Donald Trump
Bob Ross,some colors down in the snow that it will be reflected from the sky okay without cleaning the brush Im going to go into a small amount of azarin crimson just a small amount okay then back up here
Bob Ross,"Now Im going back to the yellow ochres, Indian yellow, a little touch of cad yellow here and there"
Bob Ross,Just push this value right into the canvas like so
Donald Trump,I agree.
Donald Trump,"I've done hair since I was 14, that's real not a rug!"" True, thanks (but they know it--dishonest press)"
holt,Fascinating.
holt,Midnight nears.
Bob Ross,"There, okay, now pull it out as flat as you can get it. Take the knife, cut across, then get a little roll of paint, and it should live right out on the edge of the knife"
Bob Ross,"Lets go up here, and just let that bounce, right down the side. soft clicking sounds So it looks like, maybe, old shingles that are falling off the roof. Times are hard out here. Real hard. There"
Bob Ross,okay lets have some fun im gonna take the two inch brush and go right into the same colors that ive been using the yellows thats all the yellows all the reds just bring them together now then
Bob Ross,"Apparently I dont care for the top. There, like that better, just break it up a little. Down here in this one, lets take some white, a little bit of the bright red in it"
Donald Trump,our troops are trained to put a 7.62mm through a fleas ass from 1000m not fight a virus
holt,Hmm.
holt,"Well, there's a very good reason for that. I was, uh, I believe the term is, uh... messing with you."
Donald Trump,Easier said than done!
Donald Trump,"ego is outta control! I believe he's trying to upstage Trump, but that will never happen."
holt,"Partner. Not many people buy that tea, and only one has been doing so since the killings first began, and he has a record. His name? Braxton O'Reilly."
Bob Ross,I told that to a lady one time and she looked down and she said Why are you wearing loafers then.. So anyway. Some of us learn better than others. Now I want to tap the base here. Tap it firmly
Donald Trump,Richard is terrific.
Donald Trump,China is already preparing to benefit economically from this mess. They will pick up the pieces and make yet another fortune-& laugh at us!
Donald Trump,"I likewise saw militant Muslims burning our flag and burning George Bush photos and figures, right after 9/11! Not#here!"
Donald Trump,Mister Trump please run for president this country needs you badly and I would vote for you in a heart beat.
holt,"I thought your reality show was to be called ""Gina in a Bottle."
Donald Trump,Thanks Tom.
Bob Ross,"Each person will develop their own signature. So find your own signature. Ive had people that sign with initials, with their whole name, Ive even known people whove signed with a little symbol"
Bob Ross,"Okay. Now, well come just a little closer, so Im gonna darken the paint just a little bit more"
Bob Ross,"And that maybe the nicest thing, of this whole thing is just sharing what you can do with other people. There we go. Now, maybe. Maybe back in here"
holt,Everything is garbage.
Donald Trump,"Impossible to believe that has hired the person fired by (after they tried to hide the bad facts, & failed) for giving Crooked Hillary Clinton the questions to a debate, something unimaginable. Now she is all over Fox, including Shep Smith, by far...."
Bob Ross,"And they have some of the most beautiful mountains scenery there that Ive ever seen. Absolutely gorgeous. Alright, I had been born and raised in Florida. I was 21 years old before I ever saw snow"
Donald Trump,"Voters LIKE ""tough and smart""... that's why we are voting TRUMP 2016!!"
holt,"Oh, Santiago. There's my protégé."
Bob Ross,"whistling Maybe in our world, there lives a tree right here. Well put a little stalk in, or a little trunk, whatever you want to call it. And let us make several. Just by pulling that"
Donald Trump,"is better than in a lot of ways, plus Donald has 2million more followers than zuker"
Bob Ross,maybe there lives some happy little Evergreens just take the corner of the brush just back and forth just sort of pop in just a little Evergreen and some indications of some that are even farther away
holt,"There, there. There, there. There."
Donald Trump,"No matter what information is given to the crazed Democrats from the No Collusion Mueller Report, it will never be good enough. Behind closed doors the Dems are laughing!"
Bob Ross,"And, well use the almighty fan brush today, make some little trees in the background"
holt,One drink.
Donald Trump,"With the record $200M renovations on track & budget (a miracle in DC), Trump Int’l Washington DC is being built into a national marvel."
holt,Ouch. You ran over my foot. I am in incredible pain.
Bob Ross,working forward there maybe one right here whoever you have to make those big decisions thats what makes painting fun is that you can make decisions and you can create a world that you want there we
Donald Trump,"If you are lucky enough to catch a knockout assaulter before getting slugged, and you carry a gun, shoot the bastard (teach them a lesson)!"
Bob Ross,want to destroy that that look like the sky is weaving in and out and all that stuff that helps a lot little more press and blue and a little more lizar and Crimson on your brush and well go down
Donald Trump,doesn't mention Apprentice because his ego won't let him. It's why he failed originally and will fail again
holt,Jake!
holt,This is easily dealt with. I'll just issue a statement saying vandals will be prosecuted.
Bob Ross,"Just using the corner of the fan brush, and once again, you can do this with a filbert, just as well. The little number six filbert brush would work just as well"
holt,Let's go.
Bob Ross,We just want a gentle little water line to break up these two dark areas
holt,My husband's dogCheddarhad relations with our neighbor dog karate and produced these two smaller dogs he insisted that I find them a good home with someone we trust.
holt,"So you haven't solved any of your old cases, and yet you've taken on a new one. I mean, shouldn't you at least solve this Helen Sterrino missing grandmother case first?"
holt,I told Gina she could join us.
holt,My wife was murdered by a man in a yellow sweater! It's the one case I can't solve. Don't fight with family. It can all go away so quickly. Sign this? (Donny signs it)
Donald Trump,"It's not that I'm so smart, it's just that I stay with problems longer. -- Albert Einstein"
Bob Ross,that something okay well wash the steel brush here I like to wash the brush thats most fun part of course everybody in the studio is covered okay now then lets begin putting some little things that
Donald Trump,it's amazing how people fear a change for the better
Donald Trump,Congratulations to on leading Virginia to be in the black for a 3rd straight year. He is a fantastic governor.
Bob Ross,"We can just begin putting in all kinds of little things. These are sorta just like little silhouettes, way back in the distance. Not very strong, not very bright, at this point"
Bob Ross,Just think where the light would strike and run through here and have fun
holt,"Yes, that is it's definition."
Donald Trump,"During Small Business Week, we celebrate the great, hard-working entrepreneurs across our country who have started and operate a small business!"
Donald Trump,Snow and freezing weather all over mid-section of Country. Global warming specialists better start thinking fast!
holt,"Well, I won't take up too much of your time. Because the Nine-Nine was Captain Dozerman's last  precinct, you will be seated at the front of the funeral. I wanted to alert you that there'll be press, cameras—"
holt,"It's a strategy of letting your opponent win points early to give them a sense of overconfidence, thus exposing a much easier target for you later."
holt,And now for a message of hope.
Bob Ross,"I have very little liquid black on the bottom, but I know I want some dark down here, so whats an easy way to do it. Put the black in and its already there for you. Okay, lets do it"
Bob Ross,there just to Sparkle that up there see how those stones just stand up in the grass at that easy you know we really try to make painting fun for you fun and easy and I think its working we get
Bob Ross,"Acrylic under oil, there is some controversy. I realize that. But for what were doing here today, well use that. There we are"
Bob Ross,"All right, maybe, in our world today, lets take a little bit of phthalo blue and alizarin crimson, and I want to make a lavender color, but I want it to the blue side"
Donald Trump,they re-run stories every hour....and yes she is as goofy as she is dopey!
Bob Ross,"brush scrubbing canvas There we are. Now then, Im gonna darken that color a little bit more, Dark Sienna, white. You can even add a little bit of Van Dyke Brown, here and there"
Bob Ross,"Its something different. Shows you how to use the liquid black, and I believe itll bring you fantastic results. From all of us here, Id like to wish you happy painting, and God bless, my friend"
Donald Trump,Spent the night at the Trump Tower...awesome! Best lookin' building in Chi-Town. Powerful lookin' sign too
holt,Terry loves yogurt.Something wrong?
Bob Ross,paint so we start with the thickest paint imaginable when we when we put it on the canvas now when I start highlighting this I want a thinner paint these yellows are made to a thinner consistency
Donald Trump,Make the announcement June 14th !
holt,At least Boyle was announced first.
Bob Ross,"Okay, got a few little clouds here and there. But see how that dark color and I just highlighted it with the same color but it makes so many different planes in here. The distance is so great"
Donald Trump,Such a beautiful Opening Statement by Corey Lewandowski! Thank you Corey!
Donald Trump,Let run out country
holt,"Peralta, why are you asking Gina about Detective Pembroke?"
holt,"Oh, it's more than one thing."
Donald Trump,I just learned that has no credibility--total phonies that don't report the truth. A puppet of Obama
Donald Trump,"Know how u can tell Trump is successful? Almost half the accounts he follows are businesses w/ his name in them"" Interesting!"
Bob Ross,So we have a grey sky with a little bit of yellow in it and thats all thats in that sky that you see in the opening. I like that opening that little painter man is so cute
Donald Trump,is Xmas present I want 2016! Not just a Happy Holiday! The MOST IMPORTENT day in the world if # TRUMP is PREZ!
holt,"Captain Pembroke, how would you like your face on the NYPD website?"
Bob Ross,use a lot of pressure push push very firmly and then just begin creating some basic shapes for your Mountain there and when you make your mountains you make mountains that you like you make the shapes
Bob Ross,who tell me theyve now enrolled in their local college and university so they can increase their art knowledge but this is a beautiful way to get started and as we tell people when we go out and
Bob Ross,white little touch of blue into it and come right along here and theres a big old bunch of snow laying right along in there maybe even creepy the illusion hes been walking right here im just using
Donald Trump,. owes me an apology for allowing clueless pundit to use such foul language on TV. Unheard of!
holt,Why do you idolize that man and the time he wrote about?
Donald Trump,I had amazing time in Charlotte. Great people & many new friends. I look forward to coming back very soon. Congrats to Gavin & Staff.
Donald Trump,"I am totally voting for if he runs for President!!"" Thanks."
Bob Ross,"Now right up in here, lives in our world, some nice little evergreen trees"
Bob Ross,"And if we wanted to make a few more little branches on this tree, we can take a little bit of the thin oil and thin this down and we can lay just a few more little branches here and there"
holt,It was a hypothetical question.
Bob Ross,Just a little bit. We can start putting some highlights on this almighty mountain
holt,"That's enough, Peralta. This is a huge honor, and nothing can take that away from him."
Bob Ross,want one put him in if you dont leave him out can do anything there see there he is put a little reflection straight down go across come back with our 1-in brush get a little color on him just tap a
Bob Ross,"There we go. All right, maybe right there another one"
Bob Ross,and says Id love to pay you 100 for that and youre thinking wow am I really that good you know there we go nice distant Foothills now this side over here looks kind of barren so maybe we were to
holt,"Because the cleavage cloaks the camera with its curves. That will be all, spy. Sorry I said cleavage."
Bob Ross,Now were gonna clean the brush. If youve painted with me before you know thats the most fun part of the whole technique
Donald Trump,"“Democrats don’t like the results of the Mueller Report, so now they’re trying everything else.” They should stop wasting time and money and get back to real legislating, especially on the Border!"
holt,Why does that matter?
holt,"No, I wouldn’t say he was lucky. I feel bad for this kid. I mean, what kind of father cares so little for his son that he lets him get away with everything? Well, he’s someone else’s problem now. Like you said, it’s out of your hands."
holt,That's plenty.
Bob Ross,"Just the consistency of liquid white, with a little bit of flavor in it. And well take our little filbert"
holt,It's not backup. It's babysitting.
Bob Ross,blend some of this into it but right now Im just going to leave that open there we go all kinds of little things just let them bounce and play in there there theres some right along in there
Bob Ross,"And thats all were looking for. Lets take, well use some phthalo blue, some alizarin crimson, a little white. Lets make sort of a lavender color. Shoot, I like that, looks good"
Donald Trump,Tomorrow is # TrumpTuesday on 7:30 AM EST. Always interesting.
Bob Ross,Of course we dont make mistakes. We just have happy accidents. But should you have something that your unhappy with. You can just keep blending it until it goes away
holt,"It was an error, but—"
Donald Trump,". Great speaking to you today, we will speak again soon."
Donald Trump,Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!
holt,I pick Gina.
Donald Trump,"So funny! I just checked out Fake News CNN, for the first time in a long time (they are dying in the ratings), to see if they covered my takedown yesterday of Jim Acosta (actually a nice guy). They didn’t! But they did say I already lost in my meeting with Putin. Fake News......"
Bob Ross,"And if anybody can paint mountains in this technique, its probably my son Steve. That son of a gun is the best mountain painter in the country. He makes me look bad sometime"
Bob Ross,all these colors were using are transparent enough that you can still see the gesso right through them its no big deal youre not going to hurt a thing just paint right over anything thats in your
Bob Ross,watch. There we go
holt,"Santiago, thank you for coming in. It's no secret the NYPD has an image problem."
Bob Ross,"Now then, its important that these come straight down. Now well go across. And you can moves those. You can push em. Cause the canvas is wet, you can move this anywhere you want it to go"
Donald Trump,"I definitely think Kenya is smarter than Brandi, but Kenya doesn't play well w/ others."
Donald Trump,When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!
holt,"Let's do this. Oh, hey, pal, that's my ginkgo."
Bob Ross,"Maybe, watch right here, this is neat. You have to make big decisions. Is this peak on this side or on the back side. Lets put it on the back side. To do that, put that shadow in first, like so"
Donald Trump,"The new job figures don't include 315,000 people who have given up looking for jobs."
Donald Trump,"We are learning much about the Invisible Enemy. It is tough and smart, but we are tougher and smarter!"
Bob Ross,can just here and there put all kinds of little soft things there we go now then lets have some fun lets take the scrip liner brush we dip it into some paint thinner and Ill go back into some vanc
holt,Let's not overlook the fact that he turned his crime scenes into tea parties for dollies.
Bob Ross,"And when youre working this paint in the oil, turn your brush, that brings it to a nice point"
holt,"Gina gave it to me. It's very well-written. There are several compelling anecdotes. The fonts suit the tone. Good work. (Shake hands) I do feel, however, the word choice could've been improved in spots. I marked them ""Awk"" for ""Awkward."
Bob Ross,Now well put just a few more little trees right in here
Bob Ross,"Over here on the side, Im going to add a little bit of that prussian blue. I want it to look more like its in shadow. There, maybe even a little darker than that. Oh yeah, thats much better"
Donald Trump,Watch the game-really good.
